Index	UTC		Latitude		Longtitude	velocity	Satellites Used	True Heading	Fix Position
2708	0.000000	0.000000	0.000000		03		f		0
2709	0.000000	0.000000	0.000000		03		f		0
2710	0.000000	0.000000	0.000000		03		f		0
2711	0.000000	0.000000	0.000000		03		f		0
2712	0.000000	0.000000	0.000000		03		f		0
2713	0.000000	0.000000	0.000000		03		f		0
2714	0.000000	0.000000	0.000000		03		f		0
2715	0.000000	0.000000	0.000000		03		f		0
2716	0.000000	0.000000	0.000000		03		f		0
2717	0.000000	0.000000	0.000000		03		f		0
2718	0.000000	0.000000	0.000000		03		f		0
2719	0.000000	0.000000	0.000000		03		f		0
2720	0.000000	0.000000	0.000000		03		f		0
2721	0.000000	0.000000	0.000000		03		f		0
2722	0.000000	0.000000	0.000000		03		f		0
2723	0.000000	0.000000	0.000000		00		f		0
2724	0.000000	0.000000	0.000000		03		f		0
2725	0.000000	0.000000	0.000000		03		f		0
2726	0.000000	0.000000	0.000000		03		f		0
2727	0.000000	0.000000	0.000000		03		f		0
2728	0.000000	0.000000	0.000000		03		f		0
2729	0.000000	0.000000	0.000000		03		f		0
2730	0.000000	0.000000	0.000000		03		f		0
2731	0.000000	0.000000	0.000000		03		f		0
2732	0.000000	0.000000	0.000000		00		f		0
2733	0.000000	0.000000	0.000000		03		f		0
2734	0.000000	0.000000	0.000000		03		f		0
2735	0.000000	0.000000	0.000000		03		f		0
2736	0.000000	0.000000	0.000000		03		f		0
2737	0.000000	0.000000	0.000000		03		f		0
2738	0.000000	0.000000	0.000000		03		f		0
2739	0.000000	0.000000	0.000000		03		f		0
2740	0.000000	0.000000	0.000000		03		f		0
2741	0.000000	0.000000	0.000000		03		f		0
2742	0.000000	0.000000	0.000000		04		f		0
2743	0.000000	0.000000	0.000000		00		f		0
2744	0.000000	0.000000	0.000000		03		f		0
2745	0.000000	0.000000	0.000000		03		f		0
2746	0.000000	0.000000	0.000000		03		f		0
2747	0.000000	0.000000	0.000000		03		f		0
2748	0.000000	0.000000	0.000000		03		f		0
2749	0.000000	0.000000	0.000000		03		f		0
2750	0.000000	0.000000	0.000000		03		f		0
2751	0.000000	0.000000	0.000000		03		f		0
2752	0.000000	0.000000	0.000000		03		f		0
2753	0.000000	0.000000	0.000000		03		f		0
2754	0.000000	0.000000	0.000000		03		f		0
2755	0.000000	0.000000	0.000000		03		f		0
2756	0.000000	0.000000	0.000000		03		f		0
2757	0.000000	0.000000	0.000000		03		f		0
2758	0.000000	0.000000	0.000000		03		f		0
2759	0.000000	0.000000	0.000000		03		f		0
2760	0.000000	0.000000	0.000000		03		f		0
2761	0.000000	0.000000	0.000000		03		f		0
2762	0.000000	0.000000	0.000000		03		f		0
2763	0.000000	0.000000	0.000000		03		f		0
2764	0.000000	0.000000	0.000000		03		f		0
2765	0.000000	0.000000	0.000000		03		f		0
2766	0.000000	0.000000	0.000000		03		f		0
2767	0.000000	0.000000	0.000000		00		f		0
2768	0.000000	0.000000	0.000000		04		f		0
2769	0.000000	0.000000	0.000000		04		f		0
2770	0.000000	0.000000	0.000000		04		f		0
2771	0.000000	0.000000	0.000000		04		f		0
2772	0.000000	0.000000	0.000000		04		f		0
2773	0.000000	0.000000	0.000000		04		f		0
2774	0.000000	0.000000	0.000000		03		f		0
2775	0.000000	0.000000	0.000000		03		f		0
2776	0.000000	0.000000	0.000000		03		f		0
2777	0.000000	0.000000	0.000000		03		f		0
2778	0.000000	0.000000	0.000000		03		f		0
2779	0.000000	0.000000	0.000000		03		f		0
2780	0.000000	0.000000	0.000000		03		f		0
2781	0.000000	0.000000	0.000000		03		f		0
2782	0.000000	0.000000	0.000000		03		f		0
2783	0.000000	0.000000	0.000000		03		f		0
2784	0.000000	0.000000	0.000000		03		f		0
2785	0.000000	0.000000	0.000000		03		f		0
2786	0.000000	0.000000	0.000000		03		f		0
2787	0.000000	0.000000	0.000000		03		f		0
2788	0.000000	0.000000	0.000000		03		f		0
2789	0.000000	0.000000	0.000000		03		f		0
2790	0.000000	0.000000	0.000000		04		f		0
2791	0.000000	0.000000	0.000000		04		f		0
2792	0.000000	0.000000	0.000000		04		f		0
2793	0.000000	0.000000	0.000000		04		f		0
2794	0.000000	0.000000	0.000000		03		f		0
2795	0.000000	0.000000	0.000000		03		f		0
2796	0.000000	0.000000	0.000000		03		f		0
2797	0.000000	0.000000	0.000000		03		f		0
2798	0.000000	0.000000	0.000000		03		f		0
2799	0.000000	0.000000	0.000000		03		f		0
2800	0.000000	0.000000	0.000000		03		f		0
2801	0.000000	0.000000	0.000000		00		f		0
2802	0.000000	0.000000	0.000000		03		f		0
2803	0.000000	0.000000	0.000000		03		f		0
2804	0.000000	0.000000	0.000000		03		f		0
2805	0.000000	0.000000	0.000000		03		f		0
2806	0.000000	0.000000	0.000000		03		f		0
2807	0.000000	0.000000	0.000000		03		f		0
2808	0.000000	0.000000	0.000000		03		f		0
2809	0.000000	0.000000	0.000000		03		f		0
2810	0.000000	0.000000	0.000000		03		f		0
2811	0.000000	0.000000	0.000000		03		f		0
2812	0.000000	0.000000	0.000000		03		f		0
2813	0.000000	0.000000	0.000000		03		f		0
2814	0.000000	0.000000	0.000000		03		f		0
2815	0.000000	0.000000	0.000000		03		f		0
2816	0.000000	0.000000	0.000000		03		f		0
2817	0.000000	0.000000	0.000000		03		f		0
2818	0.000000	0.000000	0.000000		03		f		0
2819	0.000000	0.000000	0.000000		03		f		0
2820	0.000000	0.000000	0.000000		03		f		0
2821	0.000000	0.000000	0.000000		03		f		0
2822	0.000000	0.000000	0.000000		03		f		0
2823	0.000000	0.000000	0.000000		03		f		0
2824	0.000000	0.000000	0.000000		03		f		0
2825	0.000000	0.000000	0.000000		03		f		0
2826	0.000000	0.000000	0.000000		03		f		0
2827	0.000000	0.000000	0.000000		03		f		0
2828	0.000000	0.000000	0.000000		03		f		0
2829	0.000000	0.000000	0.000000		03		f		0
2830	0.000000	0.000000	0.000000		03		f		0
2831	0.000000	0.000000	0.000000		03		f		0
2832	0.000000	0.000000	0.000000		03		f		0
2833	0.000000	0.000000	0.000000		03		f		0
2834	0.000000	0.000000	0.000000		03		f		0
2835	0.000000	0.000000	0.000000		03		f		0
2836	0.000000	0.000000	0.000000		03		f		0
2837	0.000000	0.000000	0.000000		03		f		0
2838	0.000000	0.000000	0.000000		03		f		0
2839	0.000000	0.000000	0.000000		03		f		0
2840	0.000000	0.000000	0.000000		03		f		0
2841	0.000000	0.000000	0.000000		03		f		0
2842	0.000000	0.000000	0.000000		04		f		0
2843	0.000000	0.000000	0.000000		04		f		0
2844	0.000000	0.000000	0.000000		03		f		0
2845	0.000000	0.000000	0.000000		03		f		0
2846	0.000000	0.000000	0.000000		03		f		0
2847	0.000000	0.000000	0.000000		03		f		0
2848	0.000000	0.000000	0.000000		03		f		0
2849	0.000000	0.000000	0.000000		03		f		0
2850	0.000000	0.000000	0.000000		03		f		0
2851	0.000000	0.000000	0.000000		03		f		0
2852	0.000000	0.000000	0.000000		03		f		0
2853	0.000000	0.000000	0.000000		03		f		0
2854	0.000000	0.000000	0.000000		03		f		0
2855	0.000000	0.000000	0.000000		03		f		0
2856	0.000000	0.000000	0.000000		03		f		0
2857	0.000000	0.000000	0.000000		03		f		0
2858	0.000000	0.000000	0.000000		03		f		0
2859	0.000000	0.000000	0.000000		03		f		0
2860	0.000000	0.000000	0.000000		03		f		0
2861	0.000000	0.000000	0.000000		03		f		0
2862	0.000000	0.000000	0.000000		03		f		0
2863	0.000000	0.000000	0.000000		03		f		0
2864	0.000000	0.000000	0.000000		03		f		0
2865	0.000000	0.000000	0.000000		03		f		0
2866	0.000000	0.000000	0.000000		03		f		0
2867	0.000000	0.000000	0.000000		03		f		0
2868	0.000000	0.000000	0.000000		03		f		0
2869	0.000000	0.000000	0.000000		03		f		0
2870	0.000000	0.000000	0.000000		03		f		0
2871	0.000000	0.000000	0.000000		03		f		0
2872	0.000000	0.000000	0.000000		03		f		0
2873	0.000000	0.000000	0.000000		03		f		0
2874	0.000000	0.000000	0.000000		03		f		0
2875	0.000000	0.000000	0.000000		03		f		0
2876	0.000000	0.000000	0.000000		03		f		0
2877	0.000000	0.000000	0.000000		03		f		0
2878	0.000000	0.000000	0.000000		03		f		0
2879	0.000000	0.000000	0.000000		03		f		0
2880	0.000000	0.000000	0.000000		03		f		0
2881	0.000000	0.000000	0.000000		03		f		0
2882	0.000000	0.000000	0.000000		03		f		0
2883	0.000000	0.000000	0.000000		03		f		0
2884	0.000000	0.000000	0.000000		03		f		0
2885	0.000000	0.000000	0.000000		03		f		0
2886	0.000000	0.000000	0.000000		03		f		0
2887	0.000000	0.000000	0.000000		03		f		0
2888	0.000000	0.000000	0.000000		03		f		0
2889	0.000000	0.000000	0.000000		03		f		0
2890	0.000000	0.000000	0.000000		03		f		0
2891	0.000000	0.000000	0.000000		03		f		0
2892	0.000000	0.000000	0.000000		04		f		0
2893	0.000000	0.000000	0.000000		04		f		0
2894	0.000000	0.000000	0.000000		03		f		0
2895	0.000000	0.000000	0.000000		03		f		0
2896	0.000000	0.000000	0.000000		03		f		0
2897	0.000000	0.000000	0.000000		03		f		0
2898	0.000000	0.000000	0.000000		03		f		0
2899	0.000000	0.000000	0.000000		03		f		0
2900	0.000000	0.000000	0.000000		03		f		0
2901	0.000000	0.000000	0.000000		03		f		0
2902	0.000000	0.000000	0.000000		03		f		0
2903	0.000000	0.000000	0.000000		03		f		0
2904	0.000000	0.000000	0.000000		03		f		0
2905	0.000000	0.000000	0.000000		03		f		0
2906	0.000000	0.000000	0.000000		03		f		0
2907	0.000000	0.000000	0.000000		03		f		0
2908	0.000000	0.000000	0.000000		03		f		0
2909	0.000000	0.000000	0.000000		03		f		0
2910	0.000000	0.000000	0.000000		03		f		0
2911	0.000000	0.000000	0.000000		03		f		0
2912	0.000000	0.000000	0.000000		03		f		0
2913	0.000000	0.000000	0.000000		04		f		0
2914	0.000000	0.000000	0.000000		03		f		0
2915	0.000000	0.000000	0.000000		03		f		0
2916	0.000000	0.000000	0.000000		03		f		0
2917	0.000000	0.000000	0.000000		03		f		0
2918	0.000000	0.000000	0.000000		03		f		0
2919	0.000000	0.000000	0.000000		03		f		0
2920	0.000000	0.000000	0.000000		03		f		0
2921	0.000000	0.000000	0.000000		03		f		0
2922	0.000000	0.000000	0.000000		03		f		0
2923	0.000000	0.000000	0.000000		04		f		0
2924	0.000000	0.000000	0.000000		03		f		0
2925	0.000000	0.000000	0.000000		03		f		0
2926	0.000000	0.000000	0.000000		03		f		0
2927	0.000000	0.000000	0.000000		03		f		0
2928	0.000000	0.000000	0.000000		03		f		0
2929	0.000000	0.000000	0.000000		03		f		0
2930	0.000000	0.000000	0.000000		03		f		0
2931	0.000000	0.000000	0.000000		03		f		0
2932	0.000000	0.000000	0.000000		03		f		0
2933	0.000000	0.000000	0.000000		04		f		0
2934	0.000000	0.000000	0.000000		03		f		0
2935	0.000000	0.000000	0.000000		03		f		0
2936	0.000000	0.000000	0.000000		03		f		0
2937	0.000000	0.000000	0.000000		03		f		0
2938	0.000000	0.000000	0.000000		03		f		0
2939	0.000000	0.000000	0.000000		03		f		0
2940	0.000000	0.000000	0.000000		03		f		0
2941	0.000000	0.000000	0.000000		03		f		0
2942	0.000000	0.000000	0.000000		03		f		0
2943	0.000000	0.000000	0.000000		04		f		0
2944	0.000000	0.000000	0.000000		03		f		0
2945	0.000000	0.000000	0.000000		03		f		0
2946	0.000000	0.000000	0.000000		03		f		0
2947	0.000000	0.000000	0.000000		03		f		0
2948	0.000000	0.000000	0.000000		03		f		0
2949	0.000000	0.000000	0.000000		03		f		0
2950	0.000000	0.000000	0.000000		03		f		0
2951	0.000000	0.000000	0.000000		03		f		0
2952	0.000000	0.000000	0.000000		04		f		0
2953	0.000000	0.000000	0.000000		04		f		0
2954	0.000000	0.000000	0.000000		03		f		0
2955	0.000000	0.000000	0.000000		00		f		0
2956	0.000000	0.000000	0.000000		00		f		0
2957	0.000000	0.000000	0.000000		00		f		0
2958	0.000000	0.000000	0.000000		00		f		0
2959	0.000000	0.000000	0.000000		00		f		0
2960	0.000000	0.000000	0.000000		00		f		0
2961	0.000000	0.000000	0.000000		00		f		0
2962	0.000000	0.000000	0.000000		00		f		0
2963	0.000000	0.000000	0.000000		00		f		0
2964	0.000000	0.000000	0.000000		00		f		0
2965	0.000000	0.000000	0.000000		00		f		0
2966	0.000000	0.000000	0.000000		00		f		0
2967	0.000000	0.000000	0.000000		00		f		0
2968	0.000000	0.000000	0.000000		00		f		0
2969	0.000000	0.000000	0.000000		00		f		0
2970	0.000000	0.000000	0.000000		00		f		0
2971	0.000000	0.000000	0.000000		00		f		0
2972	0.000000	0.000000	0.000000		00		f		0
2973	0.000000	0.000000	0.000000		00		f		0
2974	0.000000	0.000000	0.000000		00		f		0
2975	0.000000	0.000000	0.000000		00		f		0
2976	0.000000	0.000000	0.000000		00		f		0
2977	0.000000	0.000000	0.000000		00		f		0
2978	0.000000	0.000000	0.000000		00		f		0
2979	0.000000	0.000000	0.000000		00		f		0
2980	0.000000	0.000000	0.000000		00		f		0
2981	0.000000	0.000000	0.000000		00		f		0
2982	0.000000	0.000000	0.000000		00		f		0
2983	0.000000	0.000000	0.000000		00		f		0
2984	0.000000	0.000000	0.000000		00		f		0
2985	0.000000	0.000000	0.000000		00		f		0
2986	0.000000	0.000000	0.000000		00		f		0
2987	0.000000	0.000000	0.000000		00		f		0
2988	0.000000	0.000000	0.000000		00		f		0
2989	0.000000	0.000000	0.000000		00		f		0
2990	0.000000	0.000000	0.000000		00		f		0
2991	0.000000	0.000000	0.000000		02		f		0
2992	0.000000	0.000000	0.000000		03		f		0
2993	0.000000	0.000000	0.000000		03		f		0
2994	0.000000	0.000000	0.000000		01		f		0
2995	0.000000	0.000000	0.000000		01		f		0
2996	0.000000	0.000000	0.000000		01		f		0
2997	0.000000	0.000000	0.000000		01		f		0
2998	0.000000	0.000000	0.000000		01		f		0
2999	0.000000	0.000000	0.000000		02		f		0
3000	0.000000	0.000000	0.000000		02		f		0
3001	0.000000	0.000000	0.000000		02		f		0
3002	0.000000	0.000000	0.000000		03		f		0
3003	0.000000	0.000000	0.000000		03		f		0
3004	0.000000	0.000000	0.000000		01		f		0
3005	0.000000	0.000000	0.000000		01		f		0
3006	0.000000	0.000000	0.000000		01		f		0
3007	0.000000	0.000000	0.000000		01		f		0
3008	0.000000	0.000000	0.000000		01		f		0
3009	0.000000	0.000000	0.000000		01		f		0
3010	0.000000	0.000000	0.000000		02		f		0
3011	0.000000	0.000000	0.000000		02		f		0
3012	0.000000	0.000000	0.000000		03		f		0
3013	0.000000	0.000000	0.000000		01		f		0
3014	0.000000	0.000000	0.000000		01		f		0
3015	0.000000	0.000000	0.000000		01		f		0
3016	0.000000	0.000000	0.000000		01		f		0
3017	0.000000	0.000000	0.000000		01		f		0
3018	0.000000	0.000000	0.000000		01		f		0
3019	0.000000	0.000000	0.000000		01		f		0
3020	0.000000	0.000000	0.000000		02		f		0
3021	0.000000	0.000000	0.000000		03		f		0
3022	0.000000	0.000000	0.000000		03		f		0
3023	0.000000	0.000000	0.000000		03		f		0
3024	0.000000	0.000000	0.000000		01		f		0
3025	0.000000	0.000000	0.000000		01		f		0
3026	0.000000	0.000000	0.000000		01		f		0
3027	0.000000	0.000000	0.000000		01		f		0
3028	0.000000	0.000000	0.000000		01		f		0
3029	0.000000	0.000000	0.000000		01		f		0
3030	0.000000	0.000000	0.000000		01		f		0
3031	0.000000	0.000000	0.000000		01		f		0
3032	0.000000	0.000000	0.000000		01		f		0
3033	0.000000	0.000000	0.000000		02		f		0
3034	0.000000	0.000000	0.000000		01		f		0
3035	0.000000	0.000000	0.000000		01		f		0
3036	0.000000	0.000000	0.000000		01		f		0
3037	0.000000	0.000000	0.000000		01		f		0
3038	0.000000	0.000000	0.000000		01		f		0
3039	0.000000	0.000000	0.000000		01		f		0
3040	0.000000	0.000000	0.000000		01		f		0
3041	0.000000	0.000000	0.000000		01		f		0
3042	0.000000	0.000000	0.000000		02		f		0
3043	0.000000	0.000000	0.000000		02		f		0
3044	0.000000	0.000000	0.000000		01		f		0
3045	0.000000	0.000000	0.000000		01		f		0
3046	0.000000	0.000000	0.000000		01		f		0
3047	0.000000	0.000000	0.000000		01		f		0
3048	0.000000	0.000000	0.000000		01		f		0
3049	0.000000	0.000000	0.000000		01		f		0
3050	0.000000	0.000000	0.000000		01		f		0
3051	0.000000	0.000000	0.000000		01		f		0
3052	0.000000	0.000000	0.000000		03		f		0
3053	0.000000	0.000000	0.000000		03		f		0
3054	0.000000	0.000000	0.000000		02		f		0
3055	0.000000	0.000000	0.000000		02		f		0
3056	0.000000	0.000000	0.000000		02		f		0
3057	0.000000	0.000000	0.000000		02		f		0
3058	0.000000	0.000000	0.000000		02		f		0
3059	0.000000	0.000000	0.000000		02		f		0
3060	0.000000	0.000000	0.000000		02		f		0
3061	0.000000	0.000000	0.000000		02		f		0
3062	0.000000	0.000000	0.000000		03		f		0
3063	0.000000	0.000000	0.000000		03		f		0
3064	0.000000	0.000000	0.000000		02		f		0
3065	0.000000	0.000000	0.000000		02		f		0
3066	0.000000	0.000000	0.000000		02		f		0
3067	0.000000	0.000000	0.000000		02		f		0
3068	0.000000	0.000000	0.000000		02		f		0
3069	0.000000	0.000000	0.000000		02		f		0
3070	0.000000	0.000000	0.000000		02		f		0
3071	0.000000	0.000000	0.000000		02		f		0
3072	0.000000	0.000000	0.000000		02		f		0
3073	0.000000	0.000000	0.000000		03		f		0
3074	0.000000	0.000000	0.000000		02		f		0
3075	0.000000	0.000000	0.000000		02		f		0
3076	0.000000	0.000000	0.000000		02		f		0
3077	0.000000	0.000000	0.000000		02		f		0
3078	0.000000	0.000000	0.000000		02		f		0
3079	0.000000	0.000000	0.000000		02		f		0
3080	0.000000	0.000000	0.000000		02		f		0
3081	0.000000	0.000000	0.000000		02		f		0
3082	0.000000	0.000000	0.000000		02		f		0
3083	0.000000	0.000000	0.000000		02		f		0
3084	0.000000	0.000000	0.000000		02		f		0
3085	0.000000	0.000000	0.000000		02		f		0
3086	0.000000	0.000000	0.000000		02		f		0
3087	0.000000	0.000000	0.000000		02		f		0
3088	0.000000	0.000000	0.000000		02		f		0
3089	0.000000	0.000000	0.000000		02		f		0
3090	0.000000	0.000000	0.000000		02		f		0
3091	0.000000	0.000000	0.000000		02		f		0
3092	0.000000	0.000000	0.000000		02		f		0
3093	0.000000	0.000000	0.000000		02		f		0
3094	0.000000	0.000000	0.000000		02		f		0
3095	0.000000	0.000000	0.000000		02		f		0
3096	0.000000	0.000000	0.000000		02		f		0
3097	0.000000	0.000000	0.000000		02		f		0
3098	0.000000	0.000000	0.000000		02		f		0
3099	0.000000	0.000000	0.000000		02		f		0
3100	0.000000	0.000000	0.000000		02		f		0
3101	0.000000	0.000000	0.000000		02		f		0
3102	0.000000	0.000000	0.000000		03		f		0
3103	0.000000	0.000000	0.000000		03		f		0
3104	0.000000	0.000000	0.000000		02		f		0
3105	0.000000	0.000000	0.000000		02		f		0
3106	0.000000	0.000000	0.000000		02		f		0
3107	0.000000	0.000000	0.000000		02		f		0
3108	0.000000	0.000000	0.000000		02		f		0
3109	0.000000	0.000000	0.000000		02		f		0
3110	0.000000	0.000000	0.000000		02		f		0
3111	0.000000	0.000000	0.000000		02		f		0
3112	0.000000	0.000000	0.000000		02		f		0
3113	0.000000	0.000000	0.000000		02		f		0
3114	0.000000	0.000000	0.000000		02		f		0
3115	0.000000	0.000000	0.000000		02		f		0
3116	0.000000	0.000000	0.000000		02		f		0
3117	0.000000	0.000000	0.000000		02		f		0
3118	0.000000	0.000000	0.000000		02		f		0
3119	0.000000	0.000000	0.000000		02		f		0
3120	0.000000	0.000000	0.000000		02		f		0
3121	0.000000	0.000000	0.000000		02		f		0
3122	0.000000	0.000000	0.000000		02		f		0
3123	0.000000	0.000000	0.000000		02		f		0
3124	0.000000	0.000000	0.000000		02		f		0
3125	0.000000	0.000000	0.000000		02		f		0
3126	0.000000	0.000000	0.000000		02		f		0
3127	0.000000	0.000000	0.000000		02		f		0
3128	0.000000	0.000000	0.000000		02		f		0
3129	0.000000	0.000000	0.000000		02		f		0
3130	0.000000	0.000000	0.000000		02		f		0
3131	0.000000	0.000000	0.000000		02		f		0
3132	0.000000	0.000000	0.000000		02		f		0
3133	0.000000	0.000000	0.000000		03		f		0
3134	0.000000	0.000000	0.000000		02		f		0
3135	0.000000	0.000000	0.000000		02		f		0
3136	0.000000	0.000000	0.000000		02		f		0
3137	0.000000	0.000000	0.000000		02		f		0
3138	0.000000	0.000000	0.000000		02		f		0
3139	0.000000	0.000000	0.000000		02		f		0
3140	0.000000	0.000000	0.000000		02		f		0
3141	0.000000	0.000000	0.000000		02		f		0
3142	0.000000	0.000000	0.000000		02		f		0
3143	0.000000	0.000000	0.000000		02		f		0
3144	0.000000	0.000000	0.000000		02		f		0
3145	0.000000	0.000000	0.000000		02		f		0
3146	0.000000	0.000000	0.000000		02		f		0
3147	0.000000	0.000000	0.000000		02		f		0
3148	0.000000	0.000000	0.000000		02		f		0
3149	0.000000	0.000000	0.000000		02		f		0
3150	0.000000	0.000000	0.000000		02		f		0
3151	0.000000	0.000000	0.000000		02		f		0
3152	0.000000	0.000000	0.000000		02		f		0
3153	0.000000	0.000000	0.000000		02		f		0
3154	0.000000	0.000000	0.000000		02		f		0
3155	0.000000	0.000000	0.000000		02		f		0
3156	0.000000	0.000000	0.000000		02		f		0
3157	0.000000	0.000000	0.000000		02		f		0
3158	0.000000	0.000000	0.000000		02		f		0
3159	0.000000	0.000000	0.000000		02		f		0
3160	0.000000	0.000000	0.000000		02		f		0
3161	0.000000	0.000000	0.000000		02		f		0
3162	0.000000	0.000000	0.000000				f		
3163	0.000000	0.000000	0.000000		02		f		0
3164	0.000000	0.000000	0.000000		02		f		0
3165	0.000000	0.000000	0.000000		02		f		0
3166	0.000000	0.000000	0.000000		02		f		0
3167	0.000000	0.000000	0.000000		02		f		0
3168	0.000000	0.000000	0.000000		02		f		0
3169	0.000000	0.000000	0.000000		02		f		0
3170	0.000000	0.000000	0.000000		02		f		0
3171	0.000000	0.000000	0.000000		02		f		0
3172	0.000000	0.000000	0.000000		02		f		0
3173	0.000000	0.000000	0.000000		02		f		0
3174	0.000000	0.000000	0.000000		02		f		0
3175	0.000000	0.000000	0.000000		02		f		0
3176	0.000000	0.000000	0.000000		02		f		0
3177	0.000000	0.000000	0.000000		02		f		0
3178	0.000000	0.000000	0.000000		02		f		0
3179	0.000000	0.000000	0.000000		02		f		0
3180	0.000000	0.000000	0.000000		02		f		0
3181	0.000000	0.000000	0.000000		02		f		0
3182	0.000000	0.000000	0.000000		02		f		0
3183	0.000000	0.000000	0.000000		02		f		0
3184	0.000000	0.000000	0.000000		02		f		0
3185	0.000000	0.000000	0.000000		02		f		0
3186	0.000000	0.000000	0.000000		02		f		0
3187	0.000000	0.000000	0.000000		02		f		0
3188	0.000000	0.000000	0.000000		02		f		0
3189	0.000000	0.000000	0.000000		02		f		0
3190	0.000000	0.000000	0.000000		02		f		0
3191	0.000000	0.000000	0.000000		03		f		0
3192	0.000000	0.000000	0.000000		03		f		0
3193	0.000000	0.000000	0.000000		02		f		0
3194	0.000000	0.000000	0.000000		02		f		0
3195	0.000000	0.000000	0.000000		02		f		0
3196	0.000000	0.000000	0.000000		02		f		0
3197	0.000000	0.000000	0.000000		02		f		0
3198	0.000000	0.000000	0.000000		02		f		0
3199	0.000000	0.000000	0.000000		02		f		0
3200	0.000000	0.000000	0.000000		02		f		0
3201	0.000000	0.000000	0.000000		02		f		0
3202	0.000000	0.000000	0.000000		02		f		0
3203	0.000000	0.000000	0.000000		02		f		0
3204	0.000000	0.000000	0.000000		02		f		0
3205	0.000000	0.000000	0.000000		02		f		0
3206	0.000000	0.000000	0.000000		02		f		0
3207	0.000000	0.000000	0.000000		02		f		0
3208	0.000000	0.000000	0.000000		02		f		0
3209	0.000000	0.000000	0.000000		02		f		0
3210	0.000000	0.000000	0.000000		02		f		0
3211	0.000000	0.000000	0.000000		02		f		0
3212	0.000000	0.000000	0.000000		02		f		0
3213	0.000000	0.000000	0.000000		02		f		0
3214	0.000000	0.000000	0.000000		02		f		0
3215	0.000000	0.000000	0.000000		02		f		0
3216	0.000000	0.000000	0.000000		02		f		0
3217	0.000000	0.000000	0.000000		02		f		0
3218	0.000000	0.000000	0.000000		02		f		0
3219	0.000000	0.000000	0.000000		02		f		0
3220	0.000000	0.000000	0.000000		03		f		0
3221	0.000000	0.000000	0.000000		03		f		0
3222	0.000000	0.000000	0.000000		03		f		0
3223	0.000000	0.000000	0.000000		02		f		0
3224	0.000000	0.000000	0.000000		02		f		0
3225	0.000000	0.000000	0.000000		02		f		0
3226	0.000000	0.000000	0.000000		02		f		0
3227	0.000000	0.000000	0.000000		02		f		0
3228	0.000000	0.000000	0.000000		02		f		0
3229	0.000000	0.000000	0.000000		02		f		0
3230	0.000000	0.000000	0.000000		02		f		0
3231	0.000000	0.000000	0.000000		02		f		0
3232	0.000000	0.000000	0.000000		02		f		0
3233	0.000000	0.000000	0.000000		02		f		0
3234	0.000000	0.000000	0.000000		02		f		0
3235	0.000000	0.000000	0.000000		02		f		0
3236	0.000000	0.000000	0.000000		02		f		0
3237	0.000000	0.000000	0.000000		02		f		0
3238	0.000000	0.000000	0.000000		02		f		0
3239	0.000000	0.000000	0.000000		02		f		0
3240	0.000000	0.000000	0.000000		02		f		0
3241	0.000000	0.000000	0.000000		02		f		0
3242	0.000000	0.000000	0.000000		02		f		0
3243	0.000000	0.000000	0.000000		02		f		0
3244	0.000000	0.000000	0.000000		02		f		0
3245	0.000000	0.000000	0.000000		02		f		0
3246	0.000000	0.000000	0.000000		02		f		0
3247	0.000000	0.000000	0.000000		02		f		0
3248	0.000000	0.000000	0.000000		02		f		0
3249	0.000000	0.000000	0.000000		02		f		0
3250	0.000000	0.000000	0.000000		02		f		0
3251	0.000000	0.000000	0.000000		03		f		0
3252	0.000000	0.000000	0.000000		03		f		0
3253	0.000000	0.000000	0.000000		02		f		0
3254	0.000000	0.000000	0.000000		02		f		0
3255	0.000000	0.000000	0.000000		02		f		0
3256	0.000000	0.000000	0.000000		02		f		0
3257	0.000000	0.000000	0.000000		02		f		0
3258	0.000000	0.000000	0.000000		02		f		0
3259	0.000000	0.000000	0.000000		02		f		0
3260	0.000000	0.000000	0.000000		02		f		0
3261	0.000000	0.000000	0.000000		02		f		0
3262	0.000000	0.000000	0.000000		02		f		0
3263	0.000000	0.000000	0.000000		02		f		0
3264	0.000000	0.000000	0.000000		02		f		0
3265	0.000000	0.000000	0.000000		02		f		0
3266	0.000000	0.000000	0.000000		02		f		0
3267	0.000000	0.000000	0.000000		02		f		0
3268	0.000000	0.000000	0.000000		02		f		0
3269	0.000000	0.000000	0.000000		02		f		0
3270	0.000000	0.000000	0.000000		02		f		0
3271	0.000000	0.000000	0.000000		02		f		0
3272	0.000000	0.000000	0.000000		02		f		0
3273	0.000000	0.000000	0.000000		02		f		0
3274	0.000000	0.000000	0.000000		02		f		0
3275	0.000000	0.000000	0.000000		02		f		0
3276	0.000000	0.000000	0.000000		02		f		0
3277	0.000000	0.000000	0.000000		02		f		0
3278	0.000000	0.000000	0.000000		02		f		0
3279	0.000000	0.000000	0.000000		02		f		0
3280	0.000000	0.000000	0.000000		02		f		0
3281	0.000000	0.000000	0.000000		02		f		0
3282	0.000000	0.000000	0.000000		02		f		0
3283	0.000000	0.000000	0.000000		02		f		0
3284	0.000000	0.000000	0.000000		02		f		0
3285	0.000000	0.000000	0.000000		02		f		0
3286	0.000000	0.000000	0.000000		02		f		0
3287	0.000000	0.000000	0.000000		02		f		0
3288	0.000000	0.000000	0.000000		02		f		0
